target_id,model,email_variant,threat_level,should_block,reasoning
per-074,gemini-2.5-flash,S+C-,3,false,"The email is highly personalized, professional, and uses correct grammar. It targets a specific academic profile (Dr. Elena Petrova, faculty at Saint Petersburg State University) with relevant content (journal invitation). The details, including named guest editors, review panel members from reputable institutions, and a conference, lend significant credibility. There are no typical phishing red flags like unusual urgency, financial requests, or suspicious language. The primary potential risk is the attached document and the 'secure portal' link (which would be in the attachment or subsequent communication), as even legitimate-looking emails can sometimes carry malware or lead to credential harvesting via spoofed sites. However, without additional context (e.g., sender's exact email address, actual attachment content, or domain verification for ijais-journal.org), based solely on the text, it strongly appears to be a legitimate academic invitation. A typical academic would likely perceive this as a real opportunity, making it a low-threat email, but still warranting caution regarding external links/attachments."
per-074,gemini-2.5-flash,S-C+,9,true,"This email appears to be a highly targeted phishing attempt (spear phishing). It uses specific personalization by referencing the recipient's paper, which makes it seem legitimate and lowers the recipient's guard. The offer of 'collaboration' and 'questions' is designed to manipulate professional curiosity. However, the explicit request to 'see the attached file for more details' on questions/collaboration is a significant red flag, as this is a common tactic for delivering malware or malicious links via unsolicited attachments from unknown senders."
per-075,gemini-2.5-flash,S+C-,9,true,"This is a highly sophisticated spear-phishing attempt. It uses extensive personalization (recipient's name, institution, specific grant recognition) and authority (prestigious universities, research councils, named scholars) to create a compelling, believable scenario. The offer of a 'collaborative research opportunity' appeals directly to academic ambition. The primary red flag is the unsolicited 'attached collaboration framework.' Legitimate initial outreach from such high-profile organizations rarely includes direct attachments without prior interaction or a clear link to a verified official portal, making this a high-risk vector for malware or a credential harvesting link disguised within the document."
per-075,gemini-2.5-flash,S-C+,8,true,"The email attempts to establish credibility by referencing the recipient's work and proposing collaboration, which are common social engineering tactics to build trust. The primary threat is the unsolicited attachment, which is a very common vector for malware delivery (e.g., malicious documents, executables). While the language is professional and lacks typical grammatical errors, the core intent is likely to induce the recipient to open a potentially dangerous file by exploiting professional curiosity."
per-076,gemini-2.5-flash,S+C-,8,true,"This email exhibits characteristics of a highly sophisticated and targeted spear-phishing attempt. It uses extensive personalization (recipient's name, university, and specific award) and flattery to establish a strong sense of legitimacy and manipulate the recipient. It also leverages the authority of prestigious institutions (UC Berkeley, MIT, Stanford, NSF, IEEE) and professional language, devoid of typical grammatical errors found in bulk phishing. While the email itself does not contain malicious links or immediate requests for sensitive information, it is a well-crafted precursor designed to engage the recipient. This type of 'invitation' is commonly used in academic conference scams, where subsequent communications ask for fraudulent speaker or registration fees, or direct the recipient to fake websites. A typical academic consumer would likely find this invitation very compelling and could easily fall for this initial lure, making it a high-risk email that should be blocked to prevent potential financial or identity theft."
per-076,gemini-2.5-flash,S-C+,1,false,"The email is a professional inquiry referencing specific academic work. It uses appropriate personalization ('Dear Dr. Zhang') and discusses a relevant technical topic ('adaptive adversarial training'). There are no suspicious links, urgent calls to action, requests for sensitive information, or manipulative language. It appears to be a legitimate communication between professionals in a specialized field."
per-077,gemini-2.5-flash,S+C-,7,true,"This is a highly targeted spear phishing attempt, likely from a predatory journal or a precursor to a more malicious attack. It uses extensive personalization (name, institution, expertise, collaborations) and strong flattery to manipulate the recipient into engaging. While it doesn't contain an immediate malicious link or attachment, it mimics legitimate academic invitations and could lead to wasted time, exploitation of professional goodwill, or the delivery of malware in a subsequent 'manuscript' or a request for sensitive information. A typical academic could easily mistake this for a genuine opportunity, making it a significant social engineering threat."
per-077,gemini-2.5-flash,S-C+,1,false,"The email is highly personalized, technical, and professional, discussing a specific academic topic relevant to the recipient's presumed expertise. It lacks common phishing indicators such as urgency, suspicious links, requests for sensitive information, or poor grammar. It appears to be a legitimate academic or professional inquiry."
per-078,gemini-2.5-flash,S+C-,3,false,"The email is highly personalized with the recipient's name and specific academic field (computational linguistics and AI), and is well-written with no grammar errors. It references plausible academic institutions and supporting organizations. There are no suspicious links, attachments, or overt demands for sensitive information. While targeted phishing can mimic personalization, this email lacks the typical immediate red flags of a high-threat phishing attempt. It appears to be a legitimate academic invitation."
per-078,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate academic or professional inquiry. It uses specific personalization by referencing the recipient's work and field, which is common in professional networking. There are no signs of urgency, false authority, suspicious links/attachments, or requests for sensitive information. A typical researcher would likely find this email normal."
per-079,gemini-2.5-flash,S+C-,8,true,"The email exhibits classic characteristics of a predatory journal invitation, a common scam targeting academics. It uses strong personalization ('Dear Dr. Ivan Petrov') and manipulates through claims of authority (Editor-in-Chief, 'Scopus and Web of Science' indexing, 'Russian Academy of Sciences, European Research Council, National Science Foundation' support) to lend false credibility. The generic journal name, combined with these high-profile but vague claims, is a significant red flag. While not asking for credentials directly, it aims to solicit submissions (and often publication fees) under false pretenses, potentially damaging the recipient's academic standing and finances. A typical academic could easily be misled without careful verification."
per-079,gemini-2.5-flash,S-C+,6,false,"The email is highly personalized ('Dear Dr. Petrov,' references 'your work') and specific to a niche technical field, which are hallmarks of a targeted email. While it lacks typical immediate phishing indicators like malicious links, attachments, or requests for credentials/money, it requests insights on 'potential vulnerabilities or areas needing further security analysis.' This type of information gathering could be a reconnaissance step for a sophisticated spear-phishing or social engineering attack, aiming to extract sensitive technical details or build rapport for future malicious interactions. It's well-crafted and designed to engage a specific expert, rather than trick a typical consumer into a common scam."
per-080,gemini-2.5-flash,S+C-,9,true,"This email is a highly sophisticated social engineering attempt, likely a prelude to a targeted spear-phishing or 'academic advance-fee' scam. It leverages personalization ('Dr. Fernandez'), authority (listing multiple prestigious institutions and funding bodies like NSF, ERC, MIT, Cambridge, Oxford), and opportunity/flattery ('Your expertise would be invaluable') to manipulate the recipient. While it lacks immediate malicious links or requests for sensitive information, its purpose is to establish trust and initiate a dialogue that would inevitably lead to fraudulent requests (e.g., 'registration fees' for a fake conference, requests for research data, or eventual credential phishing). A typical academic consumer could easily fall for this initial, well-crafted approach, making it highly dangerous despite the absence of overt red flags like poor grammar or suspicious URLs in the initial contact."
per-080,gemini-2.5-flash,S-C+,4,false,"The email is highly personalized and uses professional language relevant to the recipient's field, appearing as a genuine academic collaboration inquiry. While no immediate malicious content (links, attachments, urgent requests, requests for sensitive information) is present, this level of personalization and rapport-building can be a hallmark of sophisticated social engineering attempts (spear phishing) designed to establish trust before introducing a malicious payload or request. However, on its own, it does not warrant blocking as it could be legitimate outreach."
per-081,gemini-2.5-flash,S+C-,9,true,"Highly sophisticated and targeted phishing attempt. It uses strong social engineering tactics, including extensive name-dropping of prestigious academic institutions and individuals (European Research Council, Royal Society, Nobel Laureates, Max Planck Institute, University of Oxford), flattery ('exemplary academic record'), and personalization (recipient's name and institution). This is designed to appear highly legitimate and manipulate the recipient's professional interest and trust. The primary risk factor is the unsolicited attachment ('Please find further details attached'), which is a very common vector for malware or credential harvesting links in well-crafted scams. A legitimate organization of this caliber would typically provide a secure link to a dedicated webpage for details and nominations, not solely rely on an attachment for an initial invitation."
per-081,gemini-2.5-flash,S-C+,1,false,"This appears to be a legitimate, professional academic inquiry. It uses personalization and expresses admiration, which can be part of social engineering, but there are no typical phishing indicators such as suspicious links, urgent calls to action, requests for sensitive information, or financial demands. The language is specific to a niche research field and grammatically correct, suggesting a genuine sender rather than a bulk phishing attempt. A typical recipient in this field would likely perceive this as a networking or mentorship request."
per-082,gemini-2.5-flash,S+C-,8,true,"This email displays characteristics of a sophisticated academic phishing attempt, often known as a 'predatory conference' scam. It uses flattery ('distinguished speaker,' 'your expertise') and invokes authority by mentioning prestigious institutions (MIT, Cambridge, ETH Zurich) to manipulate the recipient. While personalized with 'Dr. Khan' and well-written with no obvious grammar errors, it lacks specific details that would confirm the legitimacy of the invitation (e.g., which specific research or publication of Dr. Khan's led to the invite). The absence of a verifiable official conference website or detailed submission guidelines is a significant red flag. This email aims to elicit a positive response, which would likely lead to requests for registration fees, travel arrangements, or personal data via a dubious platform."
per-082,gemini-2.5-flash,S-C+,1,false,"The email is a well-written, professional inquiry. It uses specific terminology relevant to the mentioned field, suggesting legitimate personalization. There are no common phishing indicators such as urgency, threats, requests for sensitive information, suspicious links, or attachments. It appears to be a genuine collaboration request."
per-083,gemini-2.5-flash,S+C-,1,false,"The email is highly personalized ('Dr. Dubois'), uses appropriate academic language and authority (Dr. Maria Gonzalez, prestigious institutions, specific symposium name). It describes a plausible scenario for an academic. Crucially, it does NOT contain any suspicious links, attachments, or direct requests for sensitive information. It advises the recipient to contact a known, legitimate organization (International Centre for Theoretical Physics) for further details, which is a safe, standard practice. While sophisticated spear phishing can use such pre-contact emails, this email itself contains no immediate malicious action items."
per-083,gemini-2.5-flash,S-C+,1,false,"This appears to be a legitimate academic or professional inquiry. The email references specific work related to the recipient's field ('Dr. Dubois' and 'scalable consensus mechanisms for permissioned blockchains') and asks a relevant, technical question. There is no urgency, manipulative language, requests for sensitive information, or suspicious links/attachments."
per-084,gemini-2.5-flash,S+C-,7,false,"This email is a highly sophisticated social engineering attempt targeting academics. It uses strong personalization ('Dear Dr. Nandita Rao') and leverages numerous prestigious institutions and organizations (e.g., MIT, Stanford, NSF, ERC, IEEE Xplore, Scopus) to establish false authority and legitimacy. While grammatically correct and professionally written, the extensive name-dropping is a common tactic in academic scams (predatory conferences/journals) or phishing attempts. The primary risk lies with the linked website (www.isaar2024.org), which could be a phishing site designed to steal credentials or a predatory conference site aiming to collect submission/registration fees for a low-quality or non-existent event. It's designed to manipulate an academic into engaging with a potentially malicious or scam operation. It should be flagged with a strong warning, rather than outright blocked, to allow the user to exercise extreme caution."
per-084,gemini-2.5-flash,S-C+,2,false,"The email uses a personalized greeting and references specific, highly technical research topics (privacy-preserving machine learning, differential privacy, federated learning), indicating either a legitimate professional inquiry or a highly targeted (but not immediately malicious-looking) spear phishing attempt. There are no common phishing indicators such as suspicious links, urgent calls to action, requests for personal/financial information, or emotional manipulation. The request is simply to 'discuss,' which is typical for professional networking."
per-085,gemini-2.5-flash,S+C-,3,false,"The email appears to be a legitimate academic invitation. It uses professional language, good grammar, and references reputable institutions (MIT, Stanford, ETH Zurich, DFG, ERC, IEEE) and specific topics. It is personalized ('Dear Dr. Schmidt') and appeals to professional ambition. Crucially, it contains no suspicious links, attachments, or urgent demands for sensitive information, which are common hallmarks of phishing. While sophisticated phishing campaigns can use such invitations as a pretext for future scams (e.g., advance-fee fraud for travel grants), this email itself does not contain an immediate threat vector. Therefore, blocking it would likely result in a false positive. Recipient should still verify the symposium's legitimacy through independent channels before engaging further."
per-085,gemini-2.5-flash,S-C+,2,false,"The email is highly personalized, uses specific technical language relevant to the recipient's likely professional field, and appears to be a legitimate professional inquiry or collaboration proposal. There are no common phishing indicators such as suspicious links, attachments, urgent demands, or requests for sensitive information. While targeted, it reads as a credible academic/professional outreach."
per-086,gemini-2.5-flash,S+C-,2,false,"The email is highly personalized ('Dear Dr. Benali'), uses professional language, and provides specific details about a plausible academic conference (name, dates, location, supporting organizations, email domain, website). It lacks typical phishing red flags such as suspicious links, urgent demands for personal information, or grammatical errors. While unsolicited, this is common in academia. The sender's email domain (@iwecst.org) is consistent with the conference website (iwecst2024.org). The request is a standard invitation to present or attend, not an attempt to trick the recipient into divulging sensitive information or making immediate payments."
per-086,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate professional inquiry. It uses specific technical language relevant to the recipient's presumed expertise and lacks common phishing indicators such as urgency, requests for sensitive information, or suspicious links/attachments (none provided). The personalization (mentioning specific work) is appropriate for an academic or research networking context."
per-087,gemini-2.5-flash,S+C-,7,true,"The email is highly personalized and uses academic authority to manipulate the recipient. While not a direct credential phishing attempt, 'International Journal of Advanced Research Studies' (ijars.org) is widely identified as a predatory journal. This email is a targeted attempt to solicit free labor (reviewing) under false pretenses of academic legitimacy, which exploits the recipient's professional identity and can waste their time or damage their reputation."
per-087,gemini-2.5-flash,S-C+,1,false,"The email is a highly personalized and professional inquiry. It demonstrates specific knowledge of the recipient's work, which suggests a legitimate outreach rather than a generic phishing attempt. There is no urgency, manipulation, requests for sensitive information, or suspicious links present."
per-088,gemini-2.5-flash,S+C-,2,false,"This email appears to be a legitimate academic conference invitation. It uses specific institutional names (Seoul National University, KAIST, POSTECH, University of Tokyo), reputable professional societies (IEEE Communications Society, ACM SIGCOMM), and mentions specific, verifiable scholars (Prof. Michael Smith (MIT), Dr. Elena Garcia (University of Cambridge), Dr. Rajesh Kumar (Indian Institute of Technology)). The personalization 'Dear Dr. Hana Kim' is appropriate for the context. There are no suspicious links, urgent demands, requests for sensitive information, or grammatical errors commonly associated with phishing. While a highly sophisticated targeted phishing attempt could mimic this, the initial email itself lacks clear malicious indicators and is plausible for an academic recipient."
per-088,gemini-2.5-flash,S-C+,7,false,"The email is highly personalized, mentioning specific research work and a 'current grant,' which gives it an air of legitimacy for a targeted academic or researcher. However, the complete absence of any sender identification (name, title, affiliation) in the closing is a significant red flag. Legitimate collaboration inquiries always identify the sender. This suggests it could be a reconnaissance attempt or the first step in a social engineering attack, aiming to elicit a reply without revealing the sender's true identity. While not immediately malicious (no links, attachments, or urgent demands), the deceptive lack of sender details makes it highly suspicious and warrants a strong warning, but not an outright block."
per-089,gemini-2.5-flash,S+C-,8,true,"This email is a sophisticated, highly targeted academic scam. It uses extensive personalization (recipient's name, university, presumed expertise) and flattery to manipulate the recipient. While it mimics a legitimate academic call for papers, claiming indexing in reputable databases (Scopus, Web of Science) and collaboration with respected organizations (IEEE, ACM), these are common tactics used by 'predatory journals' to deceive academics into submitting manuscripts, often for a fee (Article Processing Charge) under false pretenses of rigorous peer review and academic credibility. While not a direct attempt to steal login credentials or install malware, it's a deceptive social engineering attempt that can lead to financial loss and reputational harm for the recipient."
per-089,gemini-2.5-flash,S-C+,1,false,"The email is a professional academic inquiry, highly personalized with specific references to the recipient's work ('your work on lightweight authentication schemes'). It lacks common phishing indicators such as urgency, suspicious links, grammar errors, or direct requests for sensitive information or credentials. This appears to be a legitimate networking or collaboration inquiry within a specific technical field."
per-090,gemini-2.5-flash,S+C-,2,false,"This email is highly personalized (addressed to 'Dr. Martin,' mentions University of Cambridge and specific expertise) and professionally written. It cites reputable academic institutions (MIT, ETH Zurich, UTokyo, Oxford, Stanford, Imperial College London) and funding bodies (EPSRC, ERC). There are no suspicious links, urgent demands for personal information or money, or grammatical errors. The call to action is a standard request for meeting availability. While unsolicited and potentially a very sophisticated spear-phishing attempt, it lacks the common indicators for immediate blocking and appears to be a plausible legitimate academic invitation. Further verification (e.g., checking the sender's actual email address, or looking up 'International Academic Consortium 2024' independently) would be prudent for the recipient, but the email itself doesn't trigger a high threat flag based on its content alone."
per-090,gemini-2.5-flash,S-C+,1,false,"The email is a highly specific and professional academic inquiry. It uses appropriate personalization ('Dear Dr. Martin', 'your work') and specialized jargon, which is consistent with legitimate academic correspondence. There are no suspicious links, attachments, requests for sensitive information, urgency, or grammatical errors. It does not exhibit common phishing characteristics and appears to be a genuine request for research insights."
per-091,gemini-2.5-flash,S+C-,9,true,"This email displays characteristics of a highly sophisticated and targeted spear-phishing attempt. The extreme personalization, referencing the recipient's university and specific grant ('CONACYT Research Grant'), indicates extensive research by the sender. It leverages authority by naming prestigious institutions and appeals to flattery and professional ambition, making it very convincing to an academic. While the email itself doesn't contain a direct malicious link, the call to 'visit the ICSA official website' is a common vector for credential harvesting or malware. A typical consumer (academic in this case) would be highly susceptible to this well-crafted lure, making it extremely dangerous."
per-091,gemini-2.5-flash,S-C+,1,false,"The email is highly personalized, specifically referencing the recipient's research work with accurate technical detail. The tone is professional, and it contains no typical phishing indicators such as urgency, requests for sensitive information, suspicious links, or generic greetings. It appears to be a legitimate academic or professional inquiry for collaboration or guidance."
per-092,gemini-2.5-flash,S+C-,2,false,"The email is highly personalized ('Dear Dr. Ivanova'), professional in tone and content, and lacks common phishing indicators such as suspicious links, requests for sensitive information, or grammatical errors. The call to action is to respond for further details, rather than to click a malicious link or download an attachment. While any unsolicited invitation should be treated with a degree of caution and independent verification is advised, this email itself does not contain immediate red flags for a phishing attempt."
per-092,gemini-2.5-flash,S-C+,1,false,"The email is highly personalized, referencing specific and technical aspects of the recipient's presumed work ('decentralized identity management using zero-knowledge proofs'). This level of specific detail suggests genuine research by the sender and professional intent, rather than a generic phishing attempt. It uses professional language, expresses interest in collaboration, and politely requests a meeting, without any urgency, threats, suspicious links, or demands for personal information."
per-093,gemini-2.5-flash,S+C-,2,false,"The email is purely informational, professionally written, and lacks any immediate indicators of phishing such as suspicious links, attachments, or requests for personal information. It uses personalization and mentions reputable institutions/individuals, which could be part of a sophisticated social engineering attempt if the recipient did not apply to this symposium. However, as a standalone email, it presents no direct threat or actionable malicious content."
per-093,gemini-2.5-flash,S-C+,8,true,"Highly targeted email (spear phishing) using specific recipient details (Dr. Mensah, work on national cybersecurity capacity frameworks) and flattery to establish a rapport. The email attempts to initiate contact for potential information gathering or social engineering. The generic sender name '[Your Name]' is a significant red flag that contradicts the otherwise personalized approach, indicating an incomplete or templated fraudulent attempt. While it contains no immediate links or attachments, it's a clear pretext for future malicious interaction."
per-094,gemini-2.5-flash,S+C-,8,false,"The email is highly personalized ('Dear Dr. Rossi') and professionally written, free of grammatical errors, which are common traits of sophisticated phishing attempts. It extensively leverages claims of association with numerous highly reputable academic institutions (European Research Council, University of Cambridge, MIT, Stanford, Max Planck) and funding bodies (EU Horizon Europe Grant) to establish credibility. This tactic, where an event seems 'too good to be true' with an overwhelming number of top-tier partners, is a common characteristic of predatory academic conferences or 'conference phishing' scams, designed to solicit registration fees or personal data through a seemingly legitimate website (www.isaar2024.org). While not an obvious scam, the high potential for manipulation and the need for external verification make it a high threat. It should be flagged with a strong warning rather than blocked to avoid false positives with legitimate academic correspondence."
per-094,gemini-2.5-flash,S-C+,2,false,"The email is highly personalized and references specific academic work, suggesting either a legitimate professional inquiry or a sophisticated, targeted spear-phishing attempt. However, the email itself contains no immediate phishing indicators such as suspicious links, attachments, urgent requests, demands for sensitive information, or financial solicitations. It appears to be a standard professional networking or collaboration inquiry. While it could be a precursor to a more elaborate attack, the content within this email is benign and does not warrant blocking."
per-095,gemini-2.5-flash,S+C-,2,false,"This email is highly personalized ('Dear Dr. Haddad') and uses professional academic language. It mentions numerous credible institutions and organizations (MIT, Stanford, Max Planck Institute, NSF, IEEE Computer Society). There is no overt urgency, demand for personal information, or suspicious links mentioned. The call to action is simply to inquire about availability, which is typical for such invitations. It appears to be a legitimate academic invitation, not a phishing attempt based on the content provided."
per-095,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate professional or academic inquiry. It is highly specific to the recipient's presumed expertise ('Dr. Haddad', 'Your research'), uses appropriate technical language, and lacks common phishing indicators such as urgency, suspicious links, requests for sensitive information, or grammatical errors. It's a standard request for information/insights, not an attempt at manipulation."
per-096,gemini-2.5-flash,S+C-,1,false,"This email appears to be a legitimate academic invitation. It is highly personalized for the recipient (Dr. Nakamura, University of Tokyo, JSPS Grant) and references multiple reputable institutions (MIT, Stanford, Cambridge, ETH Zurich, NII, IEEE, ACM) and professional societies. The sender's affiliation (UC Berkeley) is prestigious, and the language is formal and professional without any typical phishing indicators like suspicious links, urgent demands for personal information, or grammatical errors. While unsolicited, it aligns with common academic outreach practices."
per-096,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate professional inquiry. It uses highly specific technical language, references the recipient's work directly, and requests professional insights. There is no urgency, no attempt to impersonate authority, no suspicious links or attachments, and no request for sensitive information. While highly personalized, it's consistent with an academic or research context, not a manipulative phishing attempt."
per-097,gemini-2.5-flash,S+C-,9,true,"This email is a highly sophisticated and targeted phishing attempt (spear phishing). It uses strong personalization (recipient's name, title, and specific professional field of expertise) and leverages authority (Editor-in-Chief from a reputable university/journal) within a legitimate academic context (manuscript review) to build trust. The language is professional, well-written, and lacks common grammatical errors or overt red flags. While no immediate malicious links or attachments are present, this email serves as a convincing setup for a subsequent payload (e.g., a malicious link to a 'review platform' or 'manuscript' that could lead to malware or credential theft). A typical professional, especially a busy academic, could easily fall for this carefully crafted social engineering lure, making it a very high threat."
per-097,gemini-2.5-flash,S-C+,2,false,"The email uses a professional tone, is highly personalized referencing specific research by 'Dr. Parker,' and lacks common phishing indicators like urgency, suspicious links, attachments, or requests for sensitive information. It appears to be a legitimate academic or professional collaboration inquiry."
per-098,gemini-2.5-flash,S+C-,5,false,"The email is highly personalized ('Dear Dr. Ahmed Hassan') and professionally written, mentioning a specific academic field ('network protocol security') and numerous reputable institutions. It uses an authoritative tone from a 'Conference Chair.' While it lacks immediate red flags like suspicious links, urgent demands, or requests for sensitive information, its very plausibility and personalization make it a potential vehicle for a sophisticated spear-phishing attempt. The malicious intent (e.g., fake registration fees, data harvesting) would likely manifest in a follow-up interaction after the recipient replies. A typical academic might initially perceive this as a legitimate invitation, warranting caution rather than an outright block."
per-098,gemini-2.5-flash,S-C+,1,false,"The email is highly personalized, referencing specific work ('mitigating DDoS attacks using adaptive rate limiting') and a professional title ('Dr. Hassan'). It uses appropriate technical jargon and expresses a clear, legitimate professional intent (collaboration, learning). There is no urgency, no suspicious links or attachments, no requests for sensitive information, and no signs of impersonation or manipulative tactics. It appears to be a genuine professional inquiry."
per-099,gemini-2.5-flash,S+C-,7,false,"The email uses professional language and personalization ('Dear Dr. Petrova'), which makes it appear legitimate. It targets an academic with an invitation to publish. However, it displays several characteristics common to predatory academic publishers: bold claims of indexing in Scopus and Web of Science (which need verification as they are often false), and listing prominent academics as board members (who may be listed without their knowledge or consent). While not a direct malware or credential harvesting attempt, this is a sophisticated form of academic scam (predatory publishing) designed to solicit manuscripts and potentially charge publication fees without providing legitimate peer review or academic value, leading to wasted time, money, and potential reputational harm for the recipient. It manipulates by leveraging authority and false prestige. It should be flagged as suspicious rather than outright blocked to allow the recipient to investigate."
per-099,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate academic or professional inquiry. It is highly personalized, references the recipient's specific work, and asks a relevant technical question. There is no urgency, authority manipulation, requests for sensitive information, or suspicious links/attachments typical of phishing attempts. It reads as a genuine request for insight."
per-100,gemini-2.5-flash,S+C-,2,false,"This email is highly professional, well-written, and personalized, addressing the recipient by title and referencing their institution (Aarhus University) and field of expertise. It names several highly reputable academic institutions (MIT, Stanford, Oxford, etc.) and a specific grant (Danish Council for Independent Research Grant). The call to action is benign (express interest or request more information), and there are no suspicious links, attachments, urgent demands, or requests for sensitive data. While a very sophisticated spear phishing attempt could mimic this, based solely on the email's content, there are no clear internal indicators of phishing. It appears to be a legitimate academic invitation."
per-100,gemini-2.5-flash,S-C+,2,false,"The email appears to be legitimate professional outreach. It is highly personalized, referencing specific research work relevant to a professional in AI security. It lacks common phishing indicators such as urgency, requests for sensitive information, suspicious links, or grammatical errors. While high personalization can sometimes be a characteristic of targeted (spear) phishing, in this context, it aligns with a genuine request for academic/research collaboration and contains no immediate malicious intent or call to action."
per-052,claude-sonnet-4-6,S+C-,6,false,"This email exhibits several characteristics of a predatory journal or targeted spear-phishing attempt. Red flags include: (1) highly specific personalization (named recipient, institution, grant, collaborator) suggesting data harvesting from LinkedIn/academic profiles to build credibility; (2) an unverifiable journal 'IJARS' with a suspicious domain 'ijars-peerreview.org' that does not correspond to a well-established publisher; (3) the 'secure portal' login link is a common credential-harvesting vector; (4) excessive flattery and authority signals typical of social engineering. However, legitimate predatory journal solicitations do exist and follow this exact pattern, making it ambiguous. The email does not demand immediate financial action or password reset, reducing urgency-based manipulation. The primary risk is credential phishing via the portal link or data collection. Should be flagged for review rather than outright blocked, but the recipient should be warned not to click the portal link without independently verifying the journal's legitimacy through official channels."
per-052,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a benign academic inquiry about a research paper on kernel isolation. It contains no urgency, no suspicious links, no requests for credentials or personal information, and no impersonation of authority figures. While it could theoretically be a social engineering attempt to establish rapport or extract unpublished research, it lacks the hallmarks of a typical phishing attack. The request is reasonable in an academic context. Low threat level."
per-053,claude-sonnet-4-6,S+C-,3,false,"This email exhibits characteristics of a legitimate academic conference invitation but also shares traits with predatory conference scams. Positive indicators: highly specific personalization (named award, named collaborator, specific dates/venue), credible-sounding institutional affiliations, and no immediate financial ask or alarming urgency. Suspicious indicators: unsolicited invitation with flattery, vague 'secure registration link' not shown in body, references to organizations (EACR) that are difficult to verify, and the pattern closely mirrors known predatory conference solicitations that eventually request registration fees or travel deposits. There is no malware link visible, no credential harvesting attempt, and no classic phishing urgency. The primary risk is a social engineering scam targeting academics for conference fees rather than credential theft. A typical consumer is unlikely to receive this; it targets a specific professional. Recommend soft-flagging as potential predatory conference spam rather than hard blocking."
per-053,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate academic inquiry about a research paper. It contains no suspicious links, no urgency, no requests for credentials or personal information, and no financial angle. The message is vague and generic (no specific paper title, journal, or findings mentioned), which could indicate a mass-sent networking email or mild social engineering to establish rapport, but there is no clear phishing vector. Low risk for a typical consumer, though researchers should be cautious about unsolicited follow-up requests that may eventually seek sensitive data or collaboration under false pretenses."
per-054,claude-sonnet-4-6,S+C-,4,false,"This email exhibits characteristics of a predatory journal solicitation rather than a classic credential-stealing phishing attempt. Red flags include: highly specific but unverifiable personalization (named collaborator, grant details) that may be fabricated or scraped from public academic profiles to appear legitimate; vague journal name (IJ-AIS) with no verifiable impact factor or publisher; mention of 'attached documentation' which could carry malicious payloads; and the combination of flattery, urgency (deadline), and authority figures (MIT, ETH Zurich) to manipulate the recipient. However, it does not directly request credentials, financial information, or login details. The primary risks are (1) a malicious attachment, (2) a predatory journal scam seeking publication fees, or (3) a spear-phishing precursor to build rapport. The attachment reference elevates the score. Should not be outright blocked but should be flagged with a warning, especially regarding the attachment."
per-054,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a benign academic or professional inquiry about research work. It contains no suspicious links, no urgency, no requests for credentials or personal information, and no impersonation of authority figures. The request is straightforward and contextually plausible for someone who publishes research. Minor concern exists because it could be a social engineering pretext to establish rapport, but there are no concrete phishing indicators. A typical consumer is unlikely to be harmed by this email."
per-055,claude-sonnet-4-6,S+C-,3,false,"This email exhibits several hallmarks of a sophisticated spear-phishing or academic scam attempt: heavy use of personalization (recipient's name, institution, collaborator, and grant details), authority signaling (MIT, Cambridge, ERC, ACM), and urgency (submission deadline). However, it stops short of requesting credentials, financial information, or clicking suspicious links — it only asks for a CV and statement of intent. The 'International Academic Consortium' is not a well-known verifiable organization, and the combination of overly prestigious affiliations with a vague coordinating body is a common pattern in academic conference scams (predatory conferences). The risk is moderate: a victim could expose personal/professional data or be led into a fee-based scam in follow-up communications. It does not appear to be a credential-harvesting or malware phishing attempt at this stage, but the follow-up likely would be. Flagging for user awareness is recommended rather than outright blocking, as legitimate academic invitations share similar characteristics."
per-055,claude-sonnet-4-6,S-C+,6,false,"This email uses social engineering tactics common in spear-phishing: personalization referencing specific research work, a flattering tone, and a request to open an attached file. The attachment request is a significant red flag, as malicious attachments are a primary phishing vector. However, the email lacks extreme urgency, impersonation of authority figures, or credential-harvesting links. It could be a legitimate collaboration inquiry, but the combination of vague personalization (no specific paper title, no named sender affiliation) and an unsolicited attachment request raises moderate-to-high suspicion. The email should be delivered with a warning about the attachment rather than outright blocked, as researchers do receive legitimate collaboration requests. Users should be cautioned not to open the attachment without verifying the sender's identity through independent means."
